PAPitchNumber,ReleaseSpeed,GamePASeq,GameDate,Inning,TotalOutingPitches,PitchType,Pitcher
1,95.50045776,64,7/27/2025,7,18,FB,PitcherB
3,95.05974579,64,7/27/2025,7,18,FB,PitcherB
5,96.12937164,64,7/27/2025,7,18,FB,PitcherB
6,96.00170898,64,7/27/2025,7,18,FB,PitcherB
1,95.99777222,65,7/27/2025,7,18,SI,PitcherB
1,94.90692902,61,7/30/2025,8,15,FB,PitcherB
3,95.13223267,62,7/30/2025,8,15,FB,PitcherB
4,95.20567322,62,7/30/2025,8,15,FB,PitcherB
2,94.18099213,62,7/30/2025,8,15,FB,PitcherB
2,91.7326889,63,7/30/2025,8,15,SI,PitcherB
5,94.42542267,63,7/30/2025,8,15,SI,PitcherB
5,92.65454865,5,7/31/2025,1,84,FB,PitcherA
2,92.20670319,5,7/31/2025,1,84,FB,PitcherA
3,93.43805695,5,7/31/2025,1,84,FB,PitcherA
6,93.19283295,5,7/31/2025,1,84,FB,PitcherA
1,91.03072357,5,7/31/2025,1,84,FB,PitcherA
2,92.6467514,6,7/31/2025,1,84,FB,PitcherA
2,92.48508453,7,7/31/2025,1,84,FB,PitcherA
1,91.68373108,15,7/31/2025,2,84,FB,PitcherA
3,91.31031036,15,7/31/2025,2,84,FB,PitcherA
3,91.48669434,16,7/31/2025,2,84,FB,PitcherA
6,91.77754974,16,7/31/2025,2,84,FB,PitcherA
2,91.65733337,16,7/31/2025,2,84,FB,PitcherA
1,92.43935394,17,7/31/2025,2,84,FB,PitcherA
3,91.2840271,18,7/31/2025,2,84,FB,PitcherA
3,92.93466187,22,7/31/2025,3,84,FB,PitcherA
2,92.01899719,22,7/31/2025,3,84,FB,PitcherA
1,92.71058655,23,7/31/2025,3,84,FB,PitcherA
2,91.5739975,24,7/31/2025,3,84,FB,PitcherA
4,92.99121094,24,7/31/2025,3,84,FB,PitcherA
6,91.49486542,24,7/31/2025,3,84,FB,PitcherA
2,92.12783051,25,7/31/2025,3,84,FB,PitcherA
5,91.73538208,25,7/31/2025,3,84,FB,PitcherA
1,92.16445923,31,7/31/2025,4,84,FB,PitcherA
3,91.24391174,32,7/31/2025,4,84,FB,PitcherA
1,92.32443237,32,7/31/2025,4,84,FB,PitcherA
5,90.90393829,32,7/31/2025,4,84,FB,PitcherA
4,91.71575928,35,7/31/2025,4,84,FB,PitcherA
2,91.10430908,38,7/31/2025,4,84,FB,PitcherA
1,89.50341034,46,7/31/2025,5,84,FB,PitcherA
2,91.13908386,47,7/31/2025,5,84,FB,PitcherA
4,90.94043732,48,7/31/2025,5,84,FB,PitcherA
6,89.94732666,48,7/31/2025,5,84,FB,PitcherA
6,91.31459808,49,7/31/2025,5,84,FB,PitcherA
5,90.23993683,49,7/31/2025,5,84,FB,PitcherA
1,95.77143097,40,8/3/2025,6,12,SI,PitcherB
4,95.21408844,40,8/3/2025,6,12,FB,PitcherB
2,94.3115387,40,8/3/2025,6,12,SI,PitcherB
1,95.35043335,41,8/3/2025,6,12,FB,PitcherB
2,95.66454315,42,8/3/2025,6,12,FB,PitcherB
2,92.49279785,1,8/6/2025,1,60,FB,PitcherA
1,92.98745728,1,8/6/2025,1,60,FB,PitcherA
2,93.09850311,2,8/6/2025,1,60,FB,PitcherA
1,92.26131439,2,8/6/2025,1,60,FB,PitcherA
1,92.95870972,3,8/6/2025,1,60,FB,PitcherA
3,92.01462555,4,8/6/2025,1,60,FB,PitcherA
2,91.69715118,4,8/6/2025,1,60,FB,PitcherA
2,91.67706299,9,8/6/2025,2,60,FB,PitcherA
1,93.33013916,10,8/6/2025,2,60,FB,PitcherA
3,92.46250916,11,8/6/2025,2,60,FB,PitcherA
2,92.22533417,11,8/6/2025,2,60,FB,PitcherA
1,92.15489197,11,8/6/2025,2,60,FB,PitcherA
1,91.657341,16,8/6/2025,3,60,FB,PitcherA
4,92.08131409,16,8/6/2025,3,60,FB,PitcherA
3,91.71492004,16,8/6/2025,3,60,FB,PitcherA
2,91.82764435,16,8/6/2025,3,60,FB,PitcherA
3,92.11048889,18,8/6/2025,3,60,FB,PitcherA
1,90.98716736,19,8/6/2025,3,60,FB,PitcherA
1,91.69982147,24,8/6/2025,4,60,FB,PitcherA
4,92.32822418,24,8/6/2025,4,60,FB,PitcherA
1,92.3578186,25,8/6/2025,4,60,FB,PitcherA
6,90.1634903,27,8/6/2025,4,60,FB,PitcherA
1,90.55723572,27,8/6/2025,4,60,FB,PitcherA
4,90.46826935,27,8/6/2025,4,60,FB,PitcherA
1,90.42765808,32,8/6/2025,5,60,FB,PitcherA
5,92.3350296,32,8/6/2025,5,60,FB,PitcherA
2,91.12696075,32,8/6/2025,5,60,FB,PitcherA
2,91.98233795,33,8/6/2025,5,60,FB,PitcherA
2,92.30295563,34,8/6/2025,5,60,FB,PitcherA
3,92.64131165,34,8/6/2025,5,60,FB,PitcherA
3,95.00632477,39,8/7/2025,5,6,SI,PitcherB
5,95.8688736,39,8/7/2025,5,6,FB,PitcherB
2,93.50395203,39,8/7/2025,5,6,SI,PitcherB
4,97.33672333,39,8/9/2025,4,20,FB,PitcherB
2,94.00171661,39,8/9/2025,4,20,FB,PitcherB
1,94.73111725,46,8/9/2025,5,20,SI,PitcherB
5,96.70469666,47,8/9/2025,5,20,FB,PitcherB
3,96.5118866,47,8/9/2025,5,20,FB,PitcherB
2,96.13685608,48,8/9/2025,5,20,SI,PitcherB
2,96.26125336,49,8/9/2025,5,20,SI,PitcherB
5,95.72343445,49,8/9/2025,5,20,SI,PitcherB
1,94.98101044,49,8/9/2025,5,20,SI,PitcherB
1,92.82830048,6,8/12/2025,1,66,FB,PitcherA
4,91.84384155,8,8/12/2025,1,66,FB,PitcherA
2,93.3548584,8,8/12/2025,1,66,FB,PitcherA
3,92.39646149,8,8/12/2025,1,66,FB,PitcherA
6,92.94613647,8,8/12/2025,1,66,FB,PitcherA
4,91.168396,9,8/12/2025,1,66,FB,PitcherA
2,91.86377716,9,8/12/2025,1,66,FB,PitcherA
2,91.00733948,10,8/12/2025,1,66,FB,PitcherA
1,90.92441559,18,8/12/2025,2,66,FB,PitcherA
3,90.28836823,19,8/12/2025,2,66,FB,PitcherA
2,90.41965485,19,8/12/2025,2,66,FB,PitcherA
1,90.46755981,20,8/12/2025,2,66,FB,PitcherA
4,90.09676361,20,8/12/2025,2,66,FB,PitcherA
3,90.47433472,21,8/12/2025,2,66,FB,PitcherA
2,90.40393829,21,8/12/2025,2,66,FB,PitcherA
4,89.51337433,21,8/12/2025,2,66,FB,PitcherA
1,91.20079041,22,8/12/2025,2,66,FB,PitcherA
3,91.46052551,23,8/12/2025,2,66,FB,PitcherA
6,89.69721222,23,8/12/2025,2,66,FB,PitcherA
1,90.88287354,23,8/12/2025,2,66,FB,PitcherA
1,90.56620026,24,8/12/2025,2,66,FB,PitcherA
2,89.7709198,32,8/12/2025,3,66,FB,PitcherA
4,90.90629578,32,8/12/2025,3,66,FB,PitcherA
1,90.05134583,32,8/12/2025,3,66,FB,PitcherA
2,90.86121368,33,8/12/2025,3,66,FB,PitcherA
4,89.45442963,34,8/12/2025,3,66,FB,PitcherA
6,89.23083496,34,8/12/2025,3,66,FB,PitcherA
2,90.07188416,34,8/12/2025,3,66,FB,PitcherA
3,90.15638733,35,8/12/2025,3,66,FB,PitcherA
2,90.54418945,35,8/12/2025,3,66,FB,PitcherA
4,90.89183044,36,8/12/2025,3,66,FB,PitcherA
3,95.9272995,50,8/13/2025,7,23,FB,PitcherB
2,94.87769318,56,8/13/2025,8,23,SI,PitcherB
1,94.65932465,57,8/13/2025,8,23,SI,PitcherB
2,95.88788605,58,8/13/2025,8,23,FB,PitcherB
3,95.47283936,59,8/13/2025,8,23,FB,PitcherB
1,96.19381714,59,8/13/2025,8,23,FB,PitcherB
3,96.51818085,60,8/13/2025,8,23,FB,PitcherB
4,96.22622681,60,8/13/2025,8,23,FB,PitcherB
1,96.55699921,60,8/13/2025,8,23,FB,PitcherB
2,95.66411591,61,8/13/2025,8,23,SI,PitcherB
3,94.87200928,61,8/13/2025,8,23,SI,PitcherB
3,93.33977509,60,8/14/2025,8,8,SI,PitcherB
1,94.8237381,61,8/14/2025,8,8,FB,PitcherB
4,95.38391113,61,8/17/2025,8,25,FB,PitcherB
1,94.37693024,61,8/17/2025,8,25,FB,PitcherB
2,92.62621307,62,8/17/2025,8,25,SI,PitcherB
7,95.12207794,63,8/17/2025,8,25,FB,PitcherB
1,95.97434235,63,8/17/2025,8,25,FB,PitcherB
3,94.16551971,63,8/17/2025,8,25,FB,PitcherB
1,94.50847626,64,8/17/2025,8,25,FB,PitcherB
3,92.87786102,65,8/17/2025,8,25,FB,PitcherB
1,92.81327057,4,8/20/2025,1,47,FB,PitcherA
2,92.39517212,4,8/20/2025,1,47,FB,PitcherA
2,92.09273529,6,8/20/2025,1,47,FB,PitcherA
1,92.3130722,6,8/20/2025,1,47,FB,PitcherA
5,92.37507629,7,8/20/2025,1,47,FB,PitcherA
3,92.66764832,7,8/20/2025,1,47,FB,PitcherA
1,92.15353394,8,8/20/2025,1,47,FB,PitcherA
3,92.37223053,9,8/20/2025,1,47,FB,PitcherA
2,92.16112518,10,8/20/2025,1,47,FB,PitcherA
3,91.54953003,17,8/20/2025,2,47,FB,PitcherA
3,91.4018631,18,8/20/2025,2,47,FB,PitcherA
1,92.21220398,18,8/20/2025,2,47,FB,PitcherA
5,91.68440247,19,8/20/2025,2,47,FB,PitcherA
4,91.68214417,19,8/20/2025,2,47,FB,PitcherA
3,91.77494812,19,8/20/2025,2,47,FB,PitcherA
1,90.72478485,20,8/20/2025,2,47,FB,PitcherA
5,90.67871857,20,8/20/2025,2,47,FB,PitcherA
2,90.51032257,20,8/20/2025,2,47,FB,PitcherA
2,91.18211365,25,8/20/2025,3,47,FB,PitcherA
1,90.86663055,26,8/20/2025,3,47,FB,PitcherA
1,92.14333344,27,8/20/2025,3,47,FB,PitcherA
3,90.42123413,28,8/20/2025,3,47,FB,PitcherA
4,93.07345581,86,8/24/2025,9,20,FB,PitcherB
1,92.6195755,86,8/24/2025,9,20,SI,PitcherB
5,92.77735901,87,8/24/2025,9,20,FB,PitcherB
2,93.23793793,87,8/24/2025,9,20,SI,PitcherB
2,93.76799774,88,8/24/2025,9,20,SI,PitcherB
3,92.51599121,88,8/24/2025,9,20,SI,PitcherB
1,93.37561798,88,8/24/2025,9,20,SI,PitcherB
5,93.81240845,88,8/24/2025,9,20,FB,PitcherB
4,93.67861176,89,8/24/2025,9,20,FB,PitcherB
5,94.3895874,70,8/27/2025,9,9,FB,PitcherB
2,92.80072021,70,8/27/2025,9,9,SI,PitcherB
3,92.76512909,70,8/27/2025,9,9,SI,PitcherB
1,94.7013092,71,8/27/2025,9,9,FB,PitcherB
2,94.69689178,71,8/27/2025,9,9,FB,PitcherB
1,93.14735413,5,8/28/2025,1,59,FB,PitcherA
3,93.33114624,5,8/28/2025,1,59,FB,PitcherA
2,92.60668182,6,8/28/2025,1,59,FB,PitcherA
2,93.00695038,7,8/28/2025,1,59,FB,PitcherA
4,92.38278198,7,8/28/2025,1,59,FB,PitcherA
2,91.88334656,12,8/28/2025,2,59,FB,PitcherA
3,92.98777771,13,8/28/2025,2,59,FB,PitcherA
6,91.59920502,13,8/28/2025,2,59,FB,PitcherA
9,92.12228394,13,8/28/2025,2,59,FB,PitcherA
10,91.76116943,13,8/28/2025,2,59,FB,PitcherA
1,92.78874207,13,8/28/2025,2,59,FB,PitcherA
2,92.29907227,14,8/28/2025,2,59,FB,PitcherA
3,92.62948608,14,8/28/2025,2,59,FB,PitcherA
1,93.19624329,15,8/28/2025,2,59,FB,PitcherA
2,91.87037659,15,8/28/2025,2,59,FB,PitcherA
2,91.55741119,23,8/28/2025,3,59,FB,PitcherA
2,91.9892807,24,8/28/2025,3,59,FB,PitcherA
3,91.23577881,25,8/28/2025,3,59,FB,PitcherA
2,91.86247253,25,8/28/2025,3,59,FB,PitcherA
2,91.47988892,26,8/28/2025,3,59,FB,PitcherA
1,91.55383301,27,8/28/2025,3,59,FB,PitcherA
3,90.82810974,27,8/28/2025,3,59,FB,PitcherA
3,91.76528931,32,8/28/2025,4,59,FB,PitcherA
2,91.18090057,32,8/28/2025,4,59,FB,PitcherA
1,92.01435852,33,8/28/2025,4,59,FB,PitcherA
3,91.95388794,33,8/28/2025,4,59,FB,PitcherA
2,91.79503632,34,8/28/2025,4,59,FB,PitcherA
1,93.1360321,18,8/30/2025,3,38,SI,PitcherB
1,95.28946686,19,8/30/2025,3,38,FB,PitcherB
3,93.97146606,19,8/30/2025,3,38,SI,PitcherB
2,95.58641815,20,8/30/2025,3,38,FB,PitcherB
5,94.84394836,20,8/30/2025,3,38,FB,PitcherB
3,94.25310516,20,8/30/2025,3,38,FB,PitcherB
1,95.41026306,21,8/30/2025,3,38,FB,PitcherB
2,94.64102173,21,8/30/2025,3,38,FB,PitcherB
4,94.99784851,26,8/30/2025,4,38,FB,PitcherB
6,94.94718933,26,8/30/2025,4,38,FB,PitcherB
1,94.41485596,26,8/30/2025,4,38,FB,PitcherB
5,93.29333496,26,8/30/2025,4,38,SI,PitcherB
2,93.83610535,26,8/30/2025,4,38,FB,PitcherB
8,95.27719879,26,8/30/2025,4,38,SI,PitcherB
3,94.12599945,27,8/30/2025,4,38,SI,PitcherB
1,94.42884064,27,8/30/2025,4,38,FB,PitcherB
4,94.10583496,28,8/30/2025,4,38,SI,PitcherB
2,93.48323822,28,8/30/2025,4,38,FB,PitcherB
1,94.15161133,28,8/30/2025,4,38,SI,PitcherB
3,94.39547729,29,8/30/2025,4,38,FB,PitcherB
6,95.11613464,29,8/30/2025,4,38,FB,PitcherB
4,94.75035095,29,8/30/2025,4,38,FB,PitcherB
1,93.72498322,29,8/30/2025,4,38,FB,PitcherB
2,94.32199097,29,8/30/2025,4,38,SI,PitcherB
1,92.01041412,7,9/3/2025,1,59,FB,PitcherA
4,92.53387451,7,9/3/2025,1,59,FB,PitcherA
2,91.70489502,9,9/3/2025,1,59,FB,PitcherA
3,92.20767212,10,9/3/2025,1,59,FB,PitcherA
2,91.85982513,14,9/3/2025,2,59,FB,PitcherA
1,92.68744659,14,9/3/2025,2,59,FB,PitcherA
3,92.20114136,15,9/3/2025,2,59,FB,PitcherA
1,92.12085724,16,9/3/2025,2,59,FB,PitcherA
4,93.02693939,16,9/3/2025,2,59,FB,PitcherA
2,92.80862427,16,9/3/2025,2,59,FB,PitcherA
1,91.49271393,23,9/3/2025,3,59,FB,PitcherA
4,91.49642944,23,9/3/2025,3,59,FB,PitcherA
5,91.7557373,24,9/3/2025,3,59,FB,PitcherA
4,91.90618134,24,9/3/2025,3,59,FB,PitcherA
6,92.0018158,24,9/3/2025,3,59,FB,PitcherA
3,91.08236694,24,9/3/2025,3,59,FB,PitcherA
4,91.80716705,25,9/3/2025,3,59,FB,PitcherA
2,90.0526123,27,9/3/2025,3,59,FB,PitcherA
4,91.94579315,28,9/3/2025,3,59,FB,PitcherA
6,92.94260406,28,9/3/2025,3,59,FB,PitcherA
2,92.61664581,28,9/3/2025,3,59,FB,PitcherA
3,91.14924622,38,9/3/2025,4,59,FB,PitcherA
2,91.76060486,38,9/3/2025,4,59,FB,PitcherA
3,91.81317902,39,9/3/2025,4,59,FB,PitcherA
5,91.83148193,39,9/3/2025,4,59,FB,PitcherA
2,92.43678284,39,9/3/2025,4,59,FB,PitcherA
1,92.16654205,39,9/3/2025,4,59,FB,PitcherA
4,91.16532135,39,9/3/2025,4,59,FB,PitcherA
1,91.22189331,40,9/3/2025,4,59,FB,PitcherA
4,94.54227448,30,9/5/2025,4,40,SI,PitcherB
1,92.76554871,30,9/5/2025,4,40,FB,PitcherB
3,92.11292267,31,9/5/2025,4,40,SI,PitcherB
5,94.31395721,31,9/5/2025,4,40,SI,PitcherB
4,93.67192078,31,9/5/2025,4,40,SI,PitcherB
4,93.33119202,32,9/5/2025,4,40,SI,PitcherB
1,92.93814087,32,9/5/2025,4,40,SI,PitcherB
3,94.77139282,33,9/5/2025,4,40,SI,PitcherB
4,95.70214844,37,9/5/2025,5,40,FB,PitcherB
3,93.94026184,37,9/5/2025,5,40,SI,PitcherB
6,94.68026733,37,9/5/2025,5,40,SI,PitcherB
1,94.44657135,38,9/5/2025,5,40,SI,PitcherB
5,94.79518127,39,9/5/2025,5,40,FB,PitcherB
1,95.42644501,39,9/5/2025,5,40,SI,PitcherB
3,93.54787445,40,9/5/2025,5,40,SI,PitcherB
2,93.02615356,40,9/5/2025,5,40,SI,PitcherB
1,94.41972351,52,9/7/2025,6,17,FB,PitcherB
3,93.72622681,53,9/7/2025,6,17,FB,PitcherB
1,93.10141754,53,9/7/2025,6,17,SI,PitcherB
1,94.89311218,54,9/7/2025,6,17,FB,PitcherB
2,92.77960205,55,9/7/2025,6,17,SI,PitcherB
4,92.33480835,55,9/7/2025,6,17,FB,PitcherB
3,93.26283264,55,9/7/2025,6,17,SI,PitcherB
1,94.60640717,58,9/11/2025,7,19,SI,PitcherB
5,95.16764069,59,9/11/2025,7,19,FB,PitcherB
1,92.67908478,59,9/11/2025,7,19,FB,PitcherB
3,94.56952667,59,9/11/2025,7,19,FB,PitcherB
1,95.76261139,60,9/11/2025,7,19,FB,PitcherB
4,93.63886261,60,9/11/2025,7,19,FB,PitcherB
2,92.92552185,62,9/11/2025,7,19,SI,PitcherB
4,95.24066162,63,9/11/2025,7,19,FB,PitcherB
1,94.6203537,63,9/11/2025,7,19,FB,PitcherB
2,92.09880066,1,9/12/2025,1,73,FB,PitcherA
1,92.1942215,1,9/12/2025,1,73,FB,PitcherA
4,93.0007782,1,9/12/2025,1,73,FB,PitcherA
4,92.43634033,2,9/12/2025,1,73,FB,PitcherA
3,92.84125519,3,9/12/2025,1,73,FB,PitcherA
4,91.73527527,3,9/12/2025,1,73,FB,PitcherA
1,92.36981201,3,9/12/2025,1,73,FB,PitcherA
5,91.54166412,8,9/12/2025,2,73,FB,PitcherA
2,92.21795654,8,9/12/2025,2,73,FB,PitcherA
1,92.9630127,9,9/12/2025,2,73,FB,PitcherA
4,92.45780945,9,9/12/2025,2,73,FB,PitcherA
2,92.15008545,9,9/12/2025,2,73,FB,PitcherA
2,91.5451355,10,9/12/2025,2,73,FB,PitcherA
1,91.01804352,11,9/12/2025,2,73,FB,PitcherA
2,90.86943054,12,9/12/2025,2,73,FB,PitcherA
3,89.70926666,13,9/12/2025,2,73,FB,PitcherA
1,90.60690308,13,9/12/2025,2,73,FB,PitcherA
4,89.76036835,13,9/12/2025,2,73,FB,PitcherA
3,91.34888458,22,9/12/2025,3,73,FB,PitcherA
3,91.26168823,23,9/12/2025,3,73,FB,PitcherA
1,90.04369354,24,9/12/2025,3,73,FB,PitcherA
3,90.02050781,25,9/12/2025,3,73,FB,PitcherA
6,89.64827728,25,9/12/2025,3,73,FB,PitcherA
4,90.9664917,26,9/12/2025,3,73,FB,PitcherA
2,91.13285065,36,9/12/2025,4,73,FB,PitcherA
1,90.96985626,36,9/12/2025,4,73,FB,PitcherA
1,90.47174835,37,9/12/2025,4,73,FB,PitcherA
2,90.35431671,37,9/12/2025,4,73,FB,PitcherA
3,89.82514954,37,9/12/2025,4,73,FB,PitcherA
3,90.43727112,38,9/12/2025,4,73,FB,PitcherA
1,90.10726166,38,9/12/2025,4,73,FB,PitcherA
3,90.98152161,39,9/12/2025,4,73,FB,PitcherA
4,90.82221222,39,9/12/2025,4,73,FB,PitcherA
1,91.32511139,39,9/12/2025,4,73,FB,PitcherA
1,96.2121582,1,9/13/2025,1,27,FB,PitcherB
2,93.53377533,1,9/13/2025,1,27,SI,PitcherB
6,97.76639557,2,9/13/2025,1,27,FB,PitcherB
3,95.10482025,2,9/13/2025,1,27,FB,PitcherB
1,95.34893799,2,9/13/2025,1,27,FB,PitcherB
4,96.72785187,2,9/13/2025,1,27,FB,PitcherB
5,95.61875153,2,9/13/2025,1,27,FB,PitcherB
4,96.14308167,3,9/13/2025,1,27,SI,PitcherB
2,97.59994507,3,9/13/2025,1,27,FB,PitcherB
1,95.38526917,7,9/13/2025,2,27,SI,PitcherB
4,94.52531433,8,9/13/2025,2,27,SI,PitcherB
7,95.65675354,8,9/13/2025,2,27,SI,PitcherB
1,96.29921722,8,9/13/2025,2,27,FB,PitcherB
3,96.67305756,8,9/13/2025,2,27,FB,PitcherB
1,94.47006226,9,9/13/2025,2,27,SI,PitcherB
1,95.72015381,10,9/13/2025,2,27,FB,PitcherB
4,94.94029999,83,9/18/2025,9,24,FB,PitcherB
1,92.8542099,83,9/18/2025,9,24,FB,PitcherB
3,93.02688599,83,9/18/2025,9,24,FB,PitcherB
4,95.01965332,84,9/18/2025,9,24,FB,PitcherB
6,94.9822998,85,9/18/2025,9,24,FB,PitcherB
3,94.91407776,85,9/18/2025,9,24,SI,PitcherB
5,94.91007233,85,9/18/2025,9,24,FB,PitcherB
5,95.06601715,86,9/18/2025,9,24,FB,PitcherB
1,94.10463715,86,9/18/2025,9,24,SI,PitcherB
3,93.87024689,86,9/18/2025,9,24,FB,PitcherB
1,95.16402435,87,9/18/2025,9,24,FB,PitcherB
5,93.39213562,87,9/18/2025,9,24,SI,PitcherB
6,95.3155899,52,9/20/2025,6,26,FB,PitcherB
4,93.63423157,52,9/20/2025,6,26,SI,PitcherB
1,93.59555054,52,9/20/2025,6,26,FB,PitcherB
2,93.45783234,56,9/20/2025,7,26,SI,PitcherB
1,93.38180542,57,9/20/2025,7,26,SI,PitcherB
3,94.2895813,57,9/20/2025,7,26,FB,PitcherB
6,95.55599213,57,9/20/2025,7,26,FB,PitcherB
4,94.24836731,57,9/20/2025,7,26,FB,PitcherB
3,93.95705414,58,9/20/2025,7,26,FB,PitcherB
5,95.58235931,58,9/20/2025,7,26,FB,PitcherB
4,94.32572174,58,9/20/2025,7,26,SI,PitcherB
1,91.97782898,59,9/20/2025,7,26,SI,PitcherB
2,94.79180145,59,9/20/2025,7,26,FB,PitcherB
3,92.13005066,59,9/20/2025,7,26,SI,PitcherB
2,91.76514435,6,9/21/2025,1,46,FB,PitcherA
1,92.73700714,6,9/21/2025,1,46,FB,PitcherA
2,93.35752106,7,9/21/2025,1,46,FB,PitcherA
3,92.17047119,7,9/21/2025,1,46,FB,PitcherA
6,93.66305542,7,9/21/2025,1,46,FB,PitcherA
3,92.9185257,8,9/21/2025,1,46,FB,PitcherA
4,93.08820343,8,9/21/2025,1,46,FB,PitcherA
2,93.07081604,8,9/21/2025,1,46,FB,PitcherA
2,91.60910034,9,9/21/2025,1,46,FB,PitcherA
4,92.85848236,9,9/21/2025,1,46,FB,PitcherA
1,92.28266907,13,9/21/2025,2,46,FB,PitcherA
2,93.01866913,14,9/21/2025,2,46,FB,PitcherA
3,92.64294434,15,9/21/2025,2,46,FB,PitcherA
2,92.69446564,15,9/21/2025,2,46,FB,PitcherA
3,92.80640411,22,9/21/2025,3,46,FB,PitcherA
2,91.38005829,22,9/21/2025,3,46,FB,PitcherA
1,91.71592712,23,9/21/2025,3,46,FB,PitcherA
2,91.49235535,23,9/21/2025,3,46,FB,PitcherA
2,91.56785583,24,9/21/2025,3,46,FB,PitcherA
3,91.39614105,25,9/21/2025,3,46,FB,PitcherA
1,91.87314606,32,9/21/2025,4,46,FB,PitcherA
2,91.73008728,33,9/21/2025,4,46,FB,PitcherA
4,92.33670807,34,9/21/2025,4,46,FB,PitcherA
1,92.14919281,34,9/21/2025,4,46,FB,PitcherA
2,92.39372253,35,9/21/2025,4,46,FB,PitcherA
1,92.5478363,35,9/21/2025,4,46,FB,PitcherA
