name,unit,Date,Value,Pitcher
Bodyweight in Kilograms,Kilo,3/4/2025,103.22,PitcherA
Bodyweight in Kilograms,Kilo,3/5/2025,104.17,PitcherA
Bodyweight in Kilograms,Kilo,3/9/2025,101.97,PitcherA
Bodyweight in Kilograms,Kilo,3/15/2025,102.69,PitcherA
Bodyweight in Kilograms,Kilo,3/18/2025,104.14,PitcherA
Bodyweight in Kilograms,Kilo,3/24/2025,103.04,PitcherA
Bodyweight in Kilograms,Kilo,5/6/2025,102.9,PitcherA
Bodyweight in Kilograms,Kilo,5/13/2025,103.82,PitcherA
Bodyweight in Kilograms,Kilo,5/20/2025,103.07,PitcherA
Bodyweight in Kilograms,Kilo,5/27/2025,104.1233333,PitcherA
Bodyweight in Kilograms,Kilo,6/3/2025,103.71,PitcherA
Bodyweight in Kilograms,Kilo,6/18/2025,102.38,PitcherA
Bodyweight in Kilograms,Kilo,6/27/2025,104.14,PitcherA
Bodyweight in Kilograms,Kilo,7/1/2025,102.84,PitcherA
Bodyweight in Kilograms,Kilo,7/8/2025,102.02,PitcherA
Bodyweight in Kilograms,Kilo,7/22/2025,103.84,PitcherA
Bodyweight in Kilograms,Kilo,7/30/2025,103.91,PitcherA
Bodyweight in Kilograms,Kilo,8/9/2025,104.5,PitcherA
Bodyweight in Kilograms,Kilo,8/16/2025,104.73,PitcherA
Bodyweight in Kilograms,Kilo,8/19/2025,103.46,PitcherA
Bodyweight in Kilograms,Kilo,9/2/2025,105.27,PitcherA
Bodyweight in Kilograms,Kilo,9/10/2025,103.92,PitcherA
Bodyweight in Pounds,Pound,3/4/2025,103.22,PitcherA
Bodyweight in Pounds,Pound,3/5/2025,104.17,PitcherA
Bodyweight in Pounds,Pound,3/9/2025,101.97,PitcherA
Bodyweight in Pounds,Pound,3/15/2025,102.69,PitcherA
Bodyweight in Pounds,Pound,3/18/2025,104.14,PitcherA
Bodyweight in Pounds,Pound,3/24/2025,103.04,PitcherA
Bodyweight in Pounds,Pound,5/6/2025,102.9,PitcherA
Bodyweight in Pounds,Pound,5/13/2025,103.82,PitcherA
Bodyweight in Pounds,Pound,5/20/2025,103.07,PitcherA
Bodyweight in Pounds,Pound,5/27/2025,104.1233333,PitcherA
Bodyweight in Pounds,Pound,6/3/2025,103.71,PitcherA
Bodyweight in Pounds,Pound,6/18/2025,102.38,PitcherA
Bodyweight in Pounds,Pound,6/27/2025,104.14,PitcherA
Bodyweight in Pounds,Pound,7/1/2025,102.84,PitcherA
Bodyweight in Pounds,Pound,7/8/2025,102.02,PitcherA
Bodyweight in Pounds,Pound,7/22/2025,103.84,PitcherA
Bodyweight in Pounds,Pound,7/30/2025,103.91,PitcherA
Bodyweight in Pounds,Pound,8/9/2025,104.5,PitcherA
Bodyweight in Pounds,Pound,8/16/2025,104.73,PitcherA
Bodyweight in Pounds,Pound,8/19/2025,103.46,PitcherA
Bodyweight in Pounds,Pound,9/2/2025,105.27,PitcherA
Bodyweight in Pounds,Pound,9/10/2025,103.92,PitcherA
Braking Phase Duration,Millisecond,3/4/2025,0.27,PitcherA
Braking Phase Duration,Millisecond,3/5/2025,0.27,PitcherA
Braking Phase Duration,Millisecond,3/9/2025,0.273333333,PitcherA
Braking Phase Duration,Millisecond,3/15/2025,0.296,PitcherA
Braking Phase Duration,Millisecond,3/18/2025,0.294,PitcherA
Braking Phase Duration,Millisecond,3/24/2025,0.273333333,PitcherA
Braking Phase Duration,Millisecond,5/6/2025,0.298666667,PitcherA
Braking Phase Duration,Millisecond,5/13/2025,0.295333333,PitcherA
Braking Phase Duration,Millisecond,5/20/2025,0.278666667,PitcherA
Braking Phase Duration,Millisecond,5/27/2025,0.287333333,PitcherA
Braking Phase Duration,Millisecond,6/3/2025,0.270666667,PitcherA
Braking Phase Duration,Millisecond,6/18/2025,0.288666667,PitcherA
Braking Phase Duration,Millisecond,6/27/2025,0.300666667,PitcherA
Braking Phase Duration,Millisecond,7/1/2025,0.281333333,PitcherA
Braking Phase Duration,Millisecond,7/8/2025,0.264,PitcherA
Braking Phase Duration,Millisecond,7/22/2025,0.274,PitcherA
Braking Phase Duration,Millisecond,7/30/2025,0.278666667,PitcherA
Braking Phase Duration,Millisecond,8/9/2025,0.278,PitcherA
Braking Phase Duration,Millisecond,8/16/2025,0.280666667,PitcherA
Braking Phase Duration,Millisecond,8/19/2025,0.262,PitcherA
Braking Phase Duration,Millisecond,9/2/2025,0.276666667,PitcherA
Braking Phase Duration,Millisecond,9/10/2025,0.262666667,PitcherA
Braking Phase Duration:Concentric Duration,Percent,3/4/2025,94.39605752,PitcherA
Braking Phase Duration:Concentric Duration,Percent,3/5/2025,92.39709411,PitcherA
Braking Phase Duration:Concentric Duration,Percent,3/9/2025,92.69381627,PitcherA
Braking Phase Duration:Concentric Duration,Percent,3/15/2025,98.16064796,PitcherA
Braking Phase Duration:Concentric Duration,Percent,3/18/2025,98.73311151,PitcherA
Braking Phase Duration:Concentric Duration,Percent,3/24/2025,92.961485,PitcherA
Braking Phase Duration:Concentric Duration,Percent,5/6/2025,97.70003181,PitcherA
Braking Phase Duration:Concentric Duration,Percent,5/13/2025,98.69905933,PitcherA
Braking Phase Duration:Concentric Duration,Percent,5/20/2025,92.94700801,PitcherA
Braking Phase Duration:Concentric Duration,Percent,5/27/2025,95.7950938,PitcherA
Braking Phase Duration:Concentric Duration,Percent,6/3/2025,93.3539853,PitcherA
Braking Phase Duration:Concentric Duration,Percent,6/18/2025,93.89658472,PitcherA
Braking Phase Duration:Concentric Duration,Percent,6/27/2025,98.52675145,PitcherA
Braking Phase Duration:Concentric Duration,Percent,7/1/2025,92.34875702,PitcherA
Braking Phase Duration:Concentric Duration,Percent,7/8/2025,89.79286392,PitcherA
Braking Phase Duration:Concentric Duration,Percent,7/22/2025,91.62863535,PitcherA
Braking Phase Duration:Concentric Duration,Percent,7/30/2025,94.35427557,PitcherA
Braking Phase Duration:Concentric Duration,Percent,8/9/2025,97.760688,PitcherA
Braking Phase Duration:Concentric Duration,Percent,8/16/2025,96.62476102,PitcherA
Braking Phase Duration:Concentric Duration,Percent,8/19/2025,93.40364801,PitcherA
Braking Phase Duration:Concentric Duration,Percent,9/2/2025,99.19753086,PitcherA
Braking Phase Duration:Concentric Duration,Percent,9/10/2025,92.38350573,PitcherA
Braking Phase Duration:Contraction Time,Percent,5/6/2025,38.11890048,PitcherA
Braking Phase Duration:Contraction Time,Percent,5/13/2025,37.71554847,PitcherA
Braking Phase Duration:Contraction Time,Percent,5/20/2025,35.15582656,PitcherA
Braking Phase Duration:Contraction Time,Percent,5/27/2025,35.9619178,PitcherA
Braking Phase Duration:Contraction Time,Percent,6/3/2025,35.0392655,PitcherA
Braking Phase Duration:Contraction Time,Percent,6/18/2025,35.95845565,PitcherA
Braking Phase Duration:Contraction Time,Percent,6/27/2025,37.58982863,PitcherA
Braking Phase Duration:Contraction Time,Percent,7/1/2025,35.64146148,PitcherA
Braking Phase Duration:Contraction Time,Percent,7/8/2025,33.03105033,PitcherA
Braking Phase Duration:Contraction Time,Percent,7/22/2025,32.79780587,PitcherA
Braking Phase Duration:Contraction Time,Percent,7/30/2025,35.62781288,PitcherA
Braking Phase Duration:Contraction Time,Percent,8/9/2025,37.04462523,PitcherA
Braking Phase Duration:Contraction Time,Percent,8/16/2025,36.42531596,PitcherA
Braking Phase Duration:Contraction Time,Percent,8/19/2025,35.21535024,PitcherA
Braking Phase Duration:Contraction Time,Percent,9/2/2025,37.32196938,PitcherA
Braking Phase Duration:Contraction Time,Percent,9/10/2025,34.84510827,PitcherA
Braking Phase Duration:Contraction Time ,Percent,3/4/2025,36.13596521,PitcherA
Braking Phase Duration:Contraction Time ,Percent,3/5/2025,35.35437155,PitcherA
Braking Phase Duration:Contraction Time ,Percent,3/9/2025,35.62763,PitcherA
Braking Phase Duration:Contraction Time ,Percent,3/15/2025,37.49132021,PitcherA
Braking Phase Duration:Contraction Time ,Percent,3/18/2025,38.10724348,PitcherA
Braking Phase Duration:Contraction Time ,Percent,3/24/2025,35.16219248,PitcherA
CMJ Stiffness,Newton Per Meter,3/4/2025,6857.218787,PitcherA
CMJ Stiffness,Newton Per Meter,3/5/2025,6945.424274,PitcherA
CMJ Stiffness,Newton Per Meter,3/9/2025,6585.176284,PitcherA
CMJ Stiffness,Newton Per Meter,3/15/2025,6574.971112,PitcherA
CMJ Stiffness,Newton Per Meter,3/18/2025,6654.506785,PitcherA
CMJ Stiffness,Newton Per Meter,3/24/2025,6952.268564,PitcherA
CMJ Stiffness,Newton Per Meter,5/6/2025,6434.54203,PitcherA
CMJ Stiffness,Newton Per Meter,5/13/2025,6569.081486,PitcherA
CMJ Stiffness,Newton Per Meter,5/20/2025,6633.840249,PitcherA
CMJ Stiffness,Newton Per Meter,5/27/2025,6547.154632,PitcherA
CMJ Stiffness,Newton Per Meter,6/3/2025,6624.447961,PitcherA
CMJ Stiffness,Newton Per Meter,6/18/2025,6338.504465,PitcherA
CMJ Stiffness,Newton Per Meter,6/27/2025,6418.605739,PitcherA
CMJ Stiffness,Newton Per Meter,7/1/2025,6174.056238,PitcherA
CMJ Stiffness,Newton Per Meter,7/8/2025,6135.335111,PitcherA
CMJ Stiffness,Newton Per Meter,7/22/2025,6101.951457,PitcherA
CMJ Stiffness,Newton Per Meter,7/30/2025,6473.75885,PitcherA
CMJ Stiffness,Newton Per Meter,8/9/2025,6929.241808,PitcherA
CMJ Stiffness,Newton Per Meter,8/16/2025,7040.755458,PitcherA
CMJ Stiffness,Newton Per Meter,8/19/2025,7233.541226,PitcherA
CMJ Stiffness,Newton Per Meter,9/2/2025,7039.567471,PitcherA
CMJ Stiffness,Newton Per Meter,9/10/2025,7119.170194,PitcherA
Concentric Duration,Millisecond,3/4/2025,0.286,PitcherA
Concentric Duration,Millisecond,3/5/2025,0.292666667,PitcherA
Concentric Duration,Millisecond,3/9/2025,0.294666667,PitcherA
Concentric Duration,Millisecond,3/15/2025,0.302,PitcherA
Concentric Duration,Millisecond,3/18/2025,0.298,PitcherA
Concentric Duration,Millisecond,3/24/2025,0.294666667,PitcherA
Concentric Duration,Millisecond,5/6/2025,0.305333333,PitcherA
Concentric Duration,Millisecond,5/13/2025,0.299333333,PitcherA
Concentric Duration,Millisecond,5/20/2025,0.3,PitcherA
Concentric Duration,Millisecond,5/27/2025,0.3,PitcherA
Concentric Duration,Millisecond,6/3/2025,0.29,PitcherA
Concentric Duration,Millisecond,6/18/2025,0.307333333,PitcherA
Concentric Duration,Millisecond,6/27/2025,0.305333333,PitcherA
Concentric Duration,Millisecond,7/1/2025,0.304666667,PitcherA
Concentric Duration,Millisecond,7/8/2025,0.294,PitcherA
Concentric Duration,Millisecond,7/22/2025,0.299,PitcherA
Concentric Duration,Millisecond,7/30/2025,0.295333333,PitcherA
Concentric Duration,Millisecond,8/9/2025,0.284666667,PitcherA
Concentric Duration,Millisecond,8/16/2025,0.290666667,PitcherA
Concentric Duration,Millisecond,8/19/2025,0.280666667,PitcherA
Concentric Duration,Millisecond,9/2/2025,0.279333333,PitcherA
Concentric Duration,Millisecond,9/10/2025,0.284666667,PitcherA
Concentric Impulse,Newton Second,3/4/2025,314.8627309,PitcherA
Concentric Impulse,Newton Second,3/5/2025,325.0176959,PitcherA
Concentric Impulse,Newton Second,3/9/2025,316.7813808,PitcherA
Concentric Impulse,Newton Second,3/15/2025,318.3177679,PitcherA
Concentric Impulse,Newton Second,3/18/2025,314.3884903,PitcherA
Concentric Impulse,Newton Second,3/24/2025,326.4896989,PitcherA
Concentric Impulse,Newton Second,5/6/2025,330.224994,PitcherA
Concentric Impulse,Newton Second,5/13/2025,330.0022908,PitcherA
Concentric Impulse,Newton Second,5/20/2025,325.3366948,PitcherA
Concentric Impulse,Newton Second,5/27/2025,330.0987146,PitcherA
Concentric Impulse,Newton Second,6/3/2025,329.5685007,PitcherA
Concentric Impulse,Newton Second,6/18/2025,319.5719054,PitcherA
Concentric Impulse,Newton Second,6/27/2025,324.5142132,PitcherA
Concentric Impulse,Newton Second,7/1/2025,324.3360678,PitcherA
Concentric Impulse,Newton Second,7/8/2025,317.8045265,PitcherA
Concentric Impulse,Newton Second,7/22/2025,314.9961359,PitcherA
Concentric Impulse,Newton Second,7/30/2025,323.1438314,PitcherA
Concentric Impulse,Newton Second,8/9/2025,322.6065798,PitcherA
Concentric Impulse,Newton Second,8/16/2025,328.7112311,PitcherA
Concentric Impulse,Newton Second,8/19/2025,324.3521637,PitcherA
Concentric Impulse,Newton Second,9/2/2025,326.5432137,PitcherA
Concentric Impulse,Newton Second,9/10/2025,327.0622757,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,3/4/2025,5.855106191,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,3/5/2025,5.990149605,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,3/9/2025,5.996306388,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,3/15/2025,6.06140154,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,3/18/2025,5.941284046,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,3/24/2025,6.058265255,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,5/6/2025,6.203480748,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,5/13/2025,6.114057607,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,5/20/2025,6.098458518,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,5/27/2025,6.112261529,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,6/3/2025,6.021717534,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,6/18/2025,6.135339477,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,6/27/2025,6.11043131,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,7/1/2025,6.141552324,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,7/8/2025,5.998274944,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,7/22/2025,5.965664235,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,7/30/2025,6.006074069,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,8/9/2025,5.878770671,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,8/16/2025,5.989120244,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,8/19/2025,5.88744871,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,9/2/2025,5.841283136,PitcherA
Concentric Impulse (Abs) / BM,Newton Second Per Kilo,9/10/2025,5.938876903,PitcherA
Concentric Impulse-100ms,Newton Second,3/4/2025,152.5407008,PitcherA
Concentric Impulse-100ms,Newton Second,3/5/2025,157.3639379,PitcherA
Concentric Impulse-100ms,Newton Second,3/9/2025,150.8942529,PitcherA
Concentric Impulse-100ms,Newton Second,3/15/2025,152.1434264,PitcherA
Concentric Impulse-100ms,Newton Second,3/18/2025,152.5037328,PitcherA
Concentric Impulse-100ms,Newton Second,3/24/2025,158.0103081,PitcherA
Concentric Impulse-100ms,Newton Second,5/6/2025,155.5213372,PitcherA
Concentric Impulse-100ms,Newton Second,5/13/2025,158.9530066,PitcherA
Concentric Impulse-100ms,Newton Second,5/20/2025,149.4295649,PitcherA
Concentric Impulse-100ms,Newton Second,5/27/2025,155.2847938,PitcherA
Concentric Impulse-100ms,Newton Second,6/3/2025,159.4038853,PitcherA
Concentric Impulse-100ms,Newton Second,6/18/2025,150.6773452,PitcherA
Concentric Impulse-100ms,Newton Second,6/27/2025,144.7391877,PitcherA
Concentric Impulse-100ms,Newton Second,7/1/2025,150.8156079,PitcherA
Concentric Impulse-100ms,Newton Second,7/8/2025,150.3468095,PitcherA
Concentric Impulse-100ms,Newton Second,7/22/2025,143.7905488,PitcherA
Concentric Impulse-100ms,Newton Second,7/30/2025,152.0603229,PitcherA
Concentric Impulse-100ms,Newton Second,8/9/2025,158.12406,PitcherA
Concentric Impulse-100ms,Newton Second,8/16/2025,158.7795764,PitcherA
Concentric Impulse-100ms,Newton Second,8/19/2025,158.5751145,PitcherA
Concentric Impulse-100ms,Newton Second,9/2/2025,158.1674568,PitcherA
Concentric Impulse-100ms,Newton Second,9/10/2025,157.3211203,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,3/4/2025,0.484437357,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,3/5/2025,0.484144009,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,3/9/2025,0.476409978,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,3/15/2025,0.477939329,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,3/18/2025,0.484999264,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,3/24/2025,0.483704857,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,5/6/2025,0.470964539,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,5/13/2025,0.481661698,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,5/20/2025,0.459314567,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,5/27/2025,0.47043552,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,6/3/2025,0.483672423,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,6/18/2025,0.471646774,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,6/27/2025,0.446039626,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,7/1/2025,0.465074697,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,7/8/2025,0.473022203,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,7/22/2025,0.456623238,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,7/30/2025,0.47052157,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,8/9/2025,0.49011003,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,8/16/2025,0.483014946,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,8/19/2025,0.488864153,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,9/2/2025,0.484373732,PitcherA
Concentric Impulse-100ms:Concentric Impulse,No Unit,9/10/2025,0.481126668,PitcherA
Concentric Impulse-50ms,Newton Second,3/4/2025,86.63318373,PitcherA
Concentric Impulse-50ms,Newton Second,3/5/2025,91.62180226,PitcherA
Concentric Impulse-50ms,Newton Second,3/9/2025,87.33445979,PitcherA
Concentric Impulse-50ms,Newton Second,3/15/2025,88.99454656,PitcherA
Concentric Impulse-50ms,Newton Second,3/18/2025,88.78003305,PitcherA
Concentric Impulse-50ms,Newton Second,3/24/2025,91.88148736,PitcherA
Concentric Impulse-50ms,Newton Second,5/6/2025,90.44516859,PitcherA
Concentric Impulse-50ms,Newton Second,5/13/2025,93.06566995,PitcherA
Concentric Impulse-50ms,Newton Second,5/20/2025,86.72911579,PitcherA
Concentric Impulse-50ms,Newton Second,5/27/2025,89.29489688,PitcherA
Concentric Impulse-50ms,Newton Second,6/3/2025,91.27544265,PitcherA
Concentric Impulse-50ms,Newton Second,6/18/2025,89.05017261,PitcherA
Concentric Impulse-50ms,Newton Second,6/27/2025,85.5409272,PitcherA
Concentric Impulse-50ms,Newton Second,7/1/2025,88.69180397,PitcherA
Concentric Impulse-50ms,Newton Second,7/8/2025,87.6540714,PitcherA
Concentric Impulse-50ms,Newton Second,7/22/2025,83.69902441,PitcherA
Concentric Impulse-50ms,Newton Second,7/30/2025,89.21632811,PitcherA
Concentric Impulse-50ms,Newton Second,8/9/2025,89.27969669,PitcherA
Concentric Impulse-50ms,Newton Second,8/16/2025,91.10728822,PitcherA
Concentric Impulse-50ms,Newton Second,8/19/2025,91.01189061,PitcherA
Concentric Impulse-50ms,Newton Second,9/2/2025,89.82956172,PitcherA
Concentric Impulse-50ms,Newton Second,9/10/2025,90.96539347,PitcherA
Concentric Mean Force,Newton,3/4/2025,2111.145333,PitcherA
Concentric Mean Force,Newton,3/5/2025,2129.507333,PitcherA
Concentric Mean Force,Newton,3/9/2025,2072.978,PitcherA
Concentric Mean Force,Newton,3/15/2025,2058.611333,PitcherA
Concentric Mean Force,Newton,3/18/2025,2073.476,PitcherA
Concentric Mean Force,Newton,3/24/2025,2119.604,PitcherA
Concentric Mean Force,Newton,5/6/2025,2088.179,PitcherA
Concentric Mean Force,Newton,5/13/2025,2118.050333,PitcherA
Concentric Mean Force,Newton,5/20/2025,2091.704333,PitcherA
Concentric Mean Force,Newton,5/27/2025,2117.954333,PitcherA
Concentric Mean Force,Newton,6/3/2025,2150.681667,PitcherA
Concentric Mean Force,Newton,6/18/2025,2040.49,PitcherA
Concentric Mean Force,Newton,6/27/2025,2080.702333,PitcherA
Concentric Mean Force,Newton,7/1/2025,2069.523667,PitcherA
Concentric Mean Force,Newton,7/8/2025,2078.781,PitcherA
Concentric Mean Force,Newton,7/22/2025,2068.052,PitcherA
Concentric Mean Force,Newton,7/30/2025,2110.581667,PitcherA
Concentric Mean Force,Newton,8/9/2025,2153.794,PitcherA
Concentric Mean Force,Newton,8/16/2025,2156.361333,PitcherA
Concentric Mean Force,Newton,8/19/2025,2167.542333,PitcherA
Concentric Mean Force,Newton,9/2/2025,2197.363667,PitcherA
Concentric Mean Force,Newton,9/10/2025,2164.389667,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,3/4/2025,20.45287164,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,3/5/2025,20.44261831,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,3/9/2025,20.32929269,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,3/15/2025,20.04685443,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,3/18/2025,19.91046906,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,3/24/2025,20.57068931,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,5/6/2025,20.29328218,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,5/13/2025,20.4011801,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,5/20/2025,20.29401822,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,5/27/2025,20.34082196,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,6/3/2025,20.73745855,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,6/18/2025,19.93055137,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,6/27/2025,19.97985632,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,7/1/2025,20.1237238,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,7/8/2025,20.37620936,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,7/22/2025,19.91575828,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,7/30/2025,20.31163018,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,8/9/2025,20.61046949,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,8/16/2025,20.58971999,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,8/19/2025,20.95053669,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,9/2/2025,20.87359889,PitcherA
Concentric Mean Force / BM,Newton Per Kilo,9/10/2025,20.82746343,PitcherA
Concentric Mean Power,Watt,3/4/2025,3573.419333,PitcherA
Concentric Mean Power,Watt,3/5/2025,3728.006667,PitcherA
Concentric Mean Power,Watt,3/9/2025,3600.177667,PitcherA
Concentric Mean Power,Watt,3/15/2025,3575.986,PitcherA
Concentric Mean Power,Watt,3/18/2025,3515.887333,PitcherA
Concentric Mean Power,Watt,3/24/2025,3744.164667,PitcherA
Concentric Mean Power,Watt,5/6/2025,3730.560667,PitcherA
Concentric Mean Power,Watt,5/13/2025,3773.495,PitcherA
Concentric Mean Power,Watt,5/20/2025,3628.983667,PitcherA
Concentric Mean Power,Watt,5/27/2025,3734.188667,PitcherA
Concentric Mean Power,Watt,6/3/2025,3787.488333,PitcherA
Concentric Mean Power,Watt,6/18/2025,3547.654,PitcherA
Concentric Mean Power,Watt,6/27/2025,3579.160667,PitcherA
Concentric Mean Power,Watt,7/1/2025,3611.233,PitcherA
Concentric Mean Power,Watt,7/8/2025,3579.083667,PitcherA
Concentric Mean Power,Watt,7/22/2025,3505.496,PitcherA
Concentric Mean Power,Watt,7/30/2025,3643.69,PitcherA
Concentric Mean Power,Watt,8/9/2025,3673.381333,PitcherA
Concentric Mean Power,Watt,8/16/2025,3754.230667,PitcherA
Concentric Mean Power,Watt,8/19/2025,3736.976667,PitcherA
Concentric Mean Power,Watt,9/2/2025,3756.732333,PitcherA
Concentric Mean Power,Watt,9/10/2025,3776.498,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,3/4/2025,34.61933333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,3/5/2025,35.78766667,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,3/9/2025,35.30633333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,3/15/2025,34.823,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,3/18/2025,33.761,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,3/24/2025,36.337,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,5/6/2025,36.25433333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,5/13/2025,36.34633333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,5/20/2025,35.209,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,5/27/2025,35.863,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,6/3/2025,36.52033333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,6/18/2025,34.65166667,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,6/27/2025,34.36866667,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,7/1/2025,35.115,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,7/8/2025,35.082,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,7/22/2025,33.759,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,7/30/2025,35.066,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,8/9/2025,35.152,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,8/16/2025,35.84666667,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,8/19/2025,36.12033333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,9/2/2025,35.68633333,PitcherA
Concentric Mean Power / BM,Watt Per Kilo,9/10/2025,36.34033333,PitcherA
Concentric Mean Velocity,Meter Per Second,3/4/2025,1.88,PitcherA
Concentric Mean Velocity,Meter Per Second,3/5/2025,1.959666667,PitcherA
Concentric Mean Velocity,Meter Per Second,3/9/2025,1.936333333,PitcherA
Concentric Mean Velocity,Meter Per Second,3/15/2025,1.943,PitcherA
Concentric Mean Velocity,Meter Per Second,3/18/2025,1.902,PitcherA
Concentric Mean Velocity,Meter Per Second,3/24/2025,1.979333333,PitcherA
Concentric Mean Velocity,Meter Per Second,5/6/2025,1.994666667,PitcherA
Concentric Mean Velocity,Meter Per Second,5/13/2025,1.992,PitcherA
Concentric Mean Velocity,Meter Per Second,5/20/2025,1.922333333,PitcherA
Concentric Mean Velocity,Meter Per Second,5/27/2025,1.968333333,PitcherA
Concentric Mean Velocity,Meter Per Second,6/3/2025,1.974333333,PitcherA
Concentric Mean Velocity,Meter Per Second,6/18/2025,1.940666667,PitcherA
Concentric Mean Velocity,Meter Per Second,6/27/2025,1.901333333,PitcherA
Concentric Mean Velocity,Meter Per Second,7/1/2025,1.943333333,PitcherA
Concentric Mean Velocity,Meter Per Second,7/8/2025,1.921,PitcherA
Concentric Mean Velocity,Meter Per Second,7/22/2025,1.8825,PitcherA
